Reaction,minimum,maximum
O16AP3pp,-1.22160955129997E-11,1.82783013151644E-14
O16AT,0,0
O16AUNDtpp,0,0
O16GALFT,0,0
O16GLCT1,0,0
O16GLCT2,0,0
O2Stex,0,0
O2tex,0.0651259477,250.0651259502
O2tpp,0.0651259477,0.0651259502
OAADC,0,0.00000002
OBTFL,0,3.07536671769663E-09
OCBT,0,2.8557153586295E-09
OCDCAtexi,-7.91046428693802E-11,0
OCDCEAtexi,0,0
OCTAtex,0,0
OCTDPS,0,3.95704204773173E-14
OCTNLL,0,3.4816784280708E-11
OGMEACPD,-4.00658108453983E-14,8.9640034464171E-11
OGMEACPR,-4.00658108453983E-14,8.9640034464171E-11
OGMEACPS,-4.00658108453983E-14,8.9640034464171E-11
OHPBAT,0,1.35760531472642E-14
OHPHM,0,1.35137223542922E-14
OMBZLM,0,1.35137223542922E-14
OMCDC,0,2.54787955055325E-10
OMMBLHX,0,1.16159736287557E-14
OMMBLHX3,0,1.16159837481455E-14
OMPDC,0,-3.05466055450285E-11
OMPHHX,0,-5.76196166264421E-16
OMPHHX3,0,-5.76196677157285E-16
OP4ENH,0,0
OPHBDC,0,-5.78436745290415E-16
OPHHX,0,-5.78436214695622E-16
OPHHX3,0,-5.78436735037153E-16
OPMEACPD,-3.88192368091837E-14,1.11523012072935E-16
OPMEACPR,-3.88192368091837E-14,1.11523012072935E-16
OPMEACPS,-3.88192368091837E-14,1.11523012072935E-16
ORNDC,0,1.90540501925138E-09
ORNabcpp,0,1.33366224754222E-08
ORNtex,-3.31497967477356E-10,0
OROTt2_2pp,0,1.87019270978048E-24
OROTtex,0,0
ORPT,-6.37109750846262E-10,1.87022552639414E-24
OXAMTC,0,2.66732449508464E-09
OXCDC,0,0
OXCOAHDH,-2.43260086686755E-10,0
OXDHCOAT,-2.43260086686755E-10,0
P5CD,0,0.00000001
P5CR,0,2.5006167141418E-09
PA120abcpp,0,0.000000008
PA140abcpp,0,0.000000008
PA141abcpp,0,0.000000008
PA160abcpp,0,0.000000008
PA161abcpp,0,0.000000008
PA180abcpp,0,0.000000008
PA181abcpp,0,0.000000008
PACALDt2rpp,1.10392934204365E-26,0
PACALDtex,1.14793891493718E-26,0
PACCOAE,1.14793891493718E-26,0
PACCOAL,1.14793891493718E-26,0
PANTS,0,1.97092942986548E-10
PAPA120,0,0.00000002
PAPA120pp,0,0.000000008
PAPA140,0,0.00000002
PAPA140pp,0,0.000000008
PAPA141,0,0.00000002
PAPA141pp,-1.31814447955167E-16,0.000000008
PAPA160,0,0.00000002
PAPA160pp,-9.12641827799828E-17,0.000000008
PAPA161,0,0.00000002
PAPA161pp,0,0.00000001
PAPA180,0,0.00000002
PAPA180pp,0,0.00000001
PAPA181,0,0.00000002
PAPA181pp,0,0.00000001
PAPPT3,0,1.90286639025127E-09
PAPSR,0,0.000000001
PAPSR2,0,0.000000001
PDE1,0,0.00000002
PDE4,-0.00000002,-2.5197027906925E-11
PDH,0.0330325428,0.0434170805
PDX5PO2,0,3.89615128038993E-10
PDX5POi,0,3.89615128038993E-10
PDX5PS,0,3.89615128038993E-10
PDXPP,-1.53653661224677E-14,0.00000002
PE120abcpp,1.37324906380874E-26,1.14287104224771E-08
PE140abcpp,8.01941952989992E-26,0.00000002
PE141abcpp,4.03841607233497E-28,1.33334954928899E-08
PE160abcpp,3.2199265804862E-26,0.00000002
PE161abcpp,1.54919718020827E-13,1.14287104224771E-08
PE180abcpp,0,0.000000016
PE181abcpp,-4.20312401085972E-19,1.33334954928903E-08
PEAMNOpp,0,0
PEAMNtex,0,0
PERD,0,2.222249248815E-10
PETNT161pp,0,5.16135309402193E-11
PETNT181pp,0,5.13485063911038E-11
PFK,0.2214888633,0.2260415021
PFK_2,-3.15028167618924E-10,0
PFK_3,0,0.0033187577
PFL,0.1243879907,0.1243879948
PG120abcpp,5.16987882845642E-26,-4.74702318692205E-10
PG140abcpp,0,-4.74702393810124E-10
PG141abcpp,0,-4.74702318692219E-10
PG160abcpp,-3.62426556323108E-13,-3.16468222892969E-10
PG161abcpp,-2.81888237559631E-13,-3.1646817989259E-10
PG180abcpp,-6.74294765006849E-28,-7.12053404758234E-10
PG181abcpp,-1.45294238812368E-13,-3.16958903567865E-10
PGAMT,-3.81390592441022E-09,0
PGCD,0,-4.75475623125886E-10
PGI,0.224808565,0.2260424457
PGK,-0.4560415021,-0.4548076214
PGL,0.0039575562,0.0051914369
PGLYCP,0,0
PGM,-0.4560415021,-0.4548076214
PGMT,9.43749478116652E-10,1.3987075386801E-14
PGP120abcpp,0,4.44792172538122E-09
PGP140abcpp,0,4.44794068243937E-09
PGP141abcpp,0,5.71878087742214E-09
PGP160abcpp,0,4.44790278682673E-09
PGP161abcpp,0,5.71858558763743E-09
PGP180abcpp,0,5.71904182203813E-09
PGP181abcpp,0,4.45002481926235E-09
PGPP120,0,0.000000005
PGPP120pp,0,4.45046074067554E-09
PGPP140,0,0.000000005
PGPP140pp,0,4.44402634857544E-09
PGPP141,0,0.000000005
PGPP141pp,0,4.44402634857541E-09
PGPP160,0,0.000000005
PGPP160pp,0,4.44402634857542E-09
PGPP161,5.3928541408389E-10,0.000000005
PGPP161pp,0,4.44402634857543E-09
PGPP180,0,0.000000005
PGPP180pp,0,4.4440263476527E-09
PGPP181,0,0.000000005
PGPP181pp,0,4.44402634888302E-09
PGSA120,0,0.000000005
PGSA140,0,0.000000005
PGSA141,0,0.000000005
PGSA160,0,0.000000005
PGSA161,0,0.000000005
PGSA180,0,5.71367309021298E-09
PGSA181,0,0.000000005
PHEMEabcpp,1.85403844940806E-15,5.39027909167879E-11
PHEMEtiex,1.85403844940806E-15,5.39027909167879E-11
PHETA1,9.24254753113392E-12,0
PHETRS,0,0
PHEt2rpp,9.24254753113392E-12,1.00771079972039E-11
PHEtex,9.24254753113392E-12,1.00771079972039E-11
PHYTSpp,0,1.89180811990106E-27
PIt2rpp,1.89350886341641E-09,-4.27444575322411E-10
PItex,3.0745988866634E-13,-2.35501423128317E-11
PIuabcpp,0,-1.90183804121828E-09
PLIPA1A120pp,0,-7.60735216487336E-10
PLIPA1A140pp,0,4.44419488025633E-09
PLIPA1A141pp,0,7.27231846652598E-09
PLIPA1A160pp,0,1.45445423730918E-08
PLIPA1A161pp,0,1.06659977402668E-08
PLIPA1A180pp,0,1.33323827868996E-08
PLIPA1A181pp,0,0.00000001
PLIPA1E120pp,0,0.000000016
PLIPA1E140pp,0,2.66647655229139E-08
PLIPA1E141pp,0,0.000000016
PLIPA1E160pp,-4.03896783473159E-28,0.000000016
PLIPA1E161pp,0,0.000000016
PLIPA1E180pp,0,0.000000016
PLIPA1E181pp,0,0.000000016
PLIPA1G120pp,0,0.000000016
PLIPA1G140pp,0,0.000000016
PLIPA1G141pp,0,0.000000016
PLIPA1G160pp,0,0.000000016
PLIPA1G161pp,-4.38280125468627E-28,0.000000016
PLIPA1G180pp,0,0.000000016
PLIPA1G181pp,0,0.000000016
PLIPA2A120pp,0,3.63610438948826E-09
PLIPA2A140pp,0,3.63610437040631E-09
PLIPA2A141pp,0,3.63814598586254E-09
PLIPA2A160pp,0,3.63815175034863E-09
PLIPA2A161pp,-7.8043356039068E-20,3.63815175034865E-09
PLIPA2A180pp,0,3.63815175034867E-09
PLIPA2A181pp,0,3.63815175034865E-09
PLIPA2E120pp,0,3.07843609644887E-09
PLIPA2E140pp,0,3.07665965447457E-09
PLIPA2E141pp,0,5.71379650116704E-09
PLIPA2E160pp,0,4.44406394535215E-09
PLIPA2E161pp,0,0.000000008
PLIPA2E180pp,0,6.66609591802823E-09
PLIPA2E181pp,0,5.71379650116705E-09
PLIPA2G120pp,-7.88860905221012E-31,2.85689825058353E-09
PLIPA2G140pp,5.19275777345497E-19,0.000000005
PLIPA2G141pp,0,0.000000004
PLIPA2G160pp,-2.46519032881566E-32,0.000000004
PLIPA2G161pp,-1.57772181044202E-30,6.66619409735208E-09
PLIPA2G180pp,0,0.000000005
PLIPA2G181pp,0,0.000000005
PMANM,9.44683062893086E-10,0
PMDPHT,-5.77943862433404E-17,2.519779334912E-14
PMEACPE,2.09232129101461E-12,8.95243784127023E-11
PMPK,-1.0509878420307E-17,0.00000002
PNTK,-2.9148391607659E-17,4.11359743058627E-14
PNTOt4pp,0,4.11359743058627E-14
PNTOtex,0,4.11359743058627E-14
POAACR,0,4.70561615061611E-10
POR5,5.94811126575223E-07,0.0051928496
POX,0,-3.52883944287921E-10
PPA,0,-8.82209860719822E-10
PPA2,0,-8.82209860719822E-10
PPAKr,0,1000
PPALtex,2.36253640443266E-11,0
PPALtpp,0,-2.67312355825452E-11
PPAt4pp,0,0
PPAtex,0,0
PPBNGS,0,-1.00162510248481E-11
PPC,-8.35E-20,0.0012338808
PPCDC,4.54747350886464E-13,-1.50725400860693E-15
PPCK,-0.2248076195,-0.2248076205
PPCSCT,0,0.263190061
PPGPPDP,0,-9.03064345864398E-10
PPK2r,-0.0051928497,-0.000000001
PPKr,-1000,-0.0769686694
PPM,-1000,-9.37461663852446E-10
PPM2,0,0.0051928495
PPNCL2,6.82121026329696E-13,-1.20628513749246E-12
PPND,0,-9.5412262382043E-12
PPNDH,0,-9.21701656559855E-12
PPPGO,0,-2.1547743860082E-12
PPPGO3,0,-2.18478865487889E-12
PPPNDO,0,0
PPPNt2rpp,0,0
PPPNtex,0,0
PPS,-9.42E-17,-9.49351953951372E-10
PPTHpp,-2.01948391736576E-28,0
PPTtex,-2.01948391736576E-28,0
PRAGSr,0,-7.30568880488082E-11
PRAIS,0,-7.30931866756683E-11
PRAIi,0,-9.94232503975083E-12
PRAMPC,0,-1.58531405256344E-11
PRASCSi,-1.22466052197268E-14,-7.31398725897727E-11
PRATPP,0,-1.60170413483018E-11
PRFGS,0,-7.29498171271923E-11
PRMICI,0,-1.6036095079775E-11
PROD2,0,-1.18530046888665E-10
PROGLYabcpp,0,0
PROGLYtex,0,0
PROTRS,0,0
PROabcpp,0,-1.89697857422289E-09
PROt2rpp,-1000,-1.13686837721616E-13
PROt4pp,0,1000
PROtex,-4.0870418160921E-10,0
PRPPS,-1000,0.0051928496
PSCLYSt2pp,-3.39457778212089E-10,0
PSCLYStex,-3.39457778212089E-10,0
PSCVT,0,2.08932619114419E-10
PSD120,2.27345878527297E-27,0.000000004
PSD140,-6.09581372214676E-28,0.000000004
PSD141,0,6.41727326685281E-09
PSD160,0,6.41725994417652E-09
PSD161,0,0.000000004
PSD180,0,4.44578807378536E-09
PSD181,0,4.32563075543665E-09
PSERT,0,0.00000001
PSERtex,0,0
PSP_L,0,0.00000001
PSP_Lpp,0,0
PSSA120,5.25907270147341E-29,0.00000001
PSSA140,-3.73850036531093E-27,0.000000004
PSSA141,0,6.66825419824789E-09
PSSA160,0,5.715646455641E-09
PSSA161,0,0.000000004
PSSA180,-2.42338070083895E-26,4.76878388629609E-09
PSSA181,-3.58732406867153E-43,4.45086496054299E-09
PTA2,0,1000.0000000007
PTAr,-5.64669913624033E-16,0.0187340848
PTHRpp,-4.75589513755253E-10,0
PTPATi,0,1.8153051083809E-13
PTRCORNt7pp,-0.00000002,0
PTRCTA,0,1.90456535648914E-09
PTRCabcpp,0,1.33307670324943E-08
PTRCt2pp,0,0.00000002
PTRCtex,-3.95539793618226E-10,0
PUNP1,-0.0051928494,0.00000002
PUNP2,-6.66444709914283E-09,0.0051928494
PUNP3,-0.0051928494,-0.000000001
PUNP4,7.60407699099896E-14,0.0051928494
PUNP5,0.000000001,-9.49322212234491E-10
PUNP6,1.19826683994825E-11,-4.66671836976386E-10
PUNP7,0.000000001,0.00000002
PYAM5PO,0,0.00000002
PYDAMK,0,0.00000002
PYDAMtex,0,0
PYDAMtpp,0,0
PYDXK,0,0.00000002
PYDXNK,1.1177558073963E-11,0.00000002
PYDXNtex,1.1177558073963E-11,0
PYDXNtpp,1.1177558073963E-11,0
PYDXPP,0,0.00000002
PYDXtex,0,6.59789680275225E-16
PYDXtpp,0,6.59789680275225E-16
PYK,-7.08856553815064E-19,0.0012338808
PYNP2r,0.000000001,-9.49434819088304E-10
PYROX,0,-2.23396428020776E-11
PYRt2rpp,3.94502049439292E-11,0
PYRtex,3.94502049439292E-11,0
QMO2,0,0
QMO3,0,0
QUIN2tex,1.43711460867171E-11,0
QUIN2tpp,1.43711460867171E-11,0
QUINDH,1.43711460867171E-11,0
QULNS,-2.71321593664497E-17,-1.61056353438952E-11
R15BPK,0,1000
R1PK,0,1000
R5PP,0,-9.41029104339485E-10
R5PPpp,2.00525374332947E-11,0
R5Ptex,2.00525374332947E-11,0
RBFK,0,-6.15198423988114E-16
RBFSa,0,-2.46079369595199E-15
RBFSb,0,-1.230396847976E-15
RBK,2.00525374332947E-11,-9.4970837320447E-10
RBK_L1,1.98539974587077E-11,0
RBP4E,1.98539974587077E-11,0
REPHACCOAI,1.21530529898756E-11,0
RFAMPtex,0,-1.8992992929532E-09
RFAMPtpp,0,-1.8992992929532E-09
RHAT1,0,-1.81058083217784E-12
RHCCE,5.38855886700055E-16,-1.7611173566181E-11
RIBabcpp,0,0
RIBtex,0,0
RMI,0,0
RMK,0,0
RMNtex,0,0
RMNtpp,0,0
RMPA,0,0
RNDR1,0,-0.000000001
RNDR1b,0,-9.48455732414042E-10
RNDR2,0,-9.48455732414042E-10
RNDR2b,0,-9.48455732414042E-10
RNDR3,0,-9.48455732413958E-10
RNDR3b,0,-9.48455732413958E-10
RNDR4,0,-9.48455732413896E-10
RNDR4b,0,-9.48455732413896E-10
RNTR1c2,0,0.0051928494
RNTR2c2,0,0.0051928494
RNTR3c2,0,-9.47394454553496E-10
RNTR4c2,0,-9.47394440675708E-10
RPE,-9.41663347108264E-07,-9.42308321215805E-07
RPI,-0.0051923786,2.72477785825325E-07
RZ5PP,0,0
S2FE2SR,0,-3.03304854521027E-15
S2FE2SS,-1.74517825288785E-10,2.14085210101089E-13
S2FE2SS2,1.81909380918796E-13,2.38194359188615E-14
S2FE2ST,0,5.02163250973011E-14
S4FE4SR,-2.68751112206071E-14,3.81720284758383E-11
S4FE4ST,-2.68751112206071E-14,3.81720284758383E-11
S7PI,0,1.52955484038829E-10
SADH,-1.02590535574981E-17,-1.34651047790871E-10
SADT2,0,-4.48946858618111E-11
SARCOX,0,0
SBTPD,0,0
SBTptspp,0,0
SBTtex,0,0
SCYSDS,0,-9.91759715225495E-12
SDPDS,0,-1.26022687188195E-11
SDPTA,-2.74689775332891E-10,0
SELCYSS,0,0
SELGTHR,0,0
SELGTHR2,0,0
SELGTHR3,0,0
SELNPS,0,0
SELR,0,0
SELtex,0,0
SELtpp,0,0
SEPHCHCS,0,-1.1011548902876E-15
SERASr,0,-4.55439146406047E-10
SERAT,0,-8.62317598757003E-10
SERD_D,0,0.1243879953
SERD_L,0,0.1243879953
SERTRS,0,0
SERTRS2,0,0
SERt2rpp,-1000,0
SERt4pp,0,1000
SERtex,-7.859021379539E-10,0
SFGTHi,0,3.32749389158096E-14
SGDS,0,-1.24116474770164E-10
SGSAD,0,-1.24116474770164E-10
SHCHCS3,0,-1.06847645509946E-15
SHCHD2,0,-5.36233949286576E-16
SHCHF,0,-5.36233949286576E-16
SHK3Dr,0,-1.03818634024683E-11
SHKK,0,-1.02801251644762E-11
SHSL1,-3.29488082829854E-14,-5.06257358309182E-12
SKMt2pp,-2.82266732463162E-10,-4.42554114880471E-33
SKMtex,-2.82266732463162E-10,0
SLNTtex,0,0
SLNTtpp,0,0
SO2tex,0,0
SO2tpp,0,0
SO3tex,0,0
SO4t2pp,0,-4.62572722290438E-11
SO4tex,0,-4.62572722290438E-11
SOTA,0,-1.35857508132537E-10
SPMDAT1,0,0
SPMDAT2,0,0
SPMDabcpp,0,-6.34842149730563E-10
SPMDt3pp,-4.09147500352783E-13,-6.34842153667041E-10
SPMDtex,-1.05474845022832E-10,-8.81724819778636E-12
SPMS,-5.52483469557549E-14,-5.06378920348998E-12
SPODM,0,0
SPODMpp,0,0
SSALx,0,-1.12066759116359E-10
SSALy,0,-1.27008977467147E-10
SUCASPtpp,0,0
SUCBZL,0,-1.1083989617014E-15
SUCBZS,0,-1.1083989617014E-15
SUCCt2_2pp,0,-6.38246154617594E-10
SUCCt2_3pp,0,-4.78684615963196E-10
SUCCt3pp,0,-6.38246154617594E-10
SUCCtex,-5.78883422653544E-10,0
SUCDi,-5.21035935934133E-14,0.1302519004
SUCFUMtpp,0,0
SUCMALtpp,0,0
SUCOAS,-0.2631900615,5.28093155652671E-09
SUCRtex,-1.66289954466193E-10,0
SUCTARTtpp,0,0
SUCptspp,-1.66289954466193E-10,0
SULFACabcpp,0,0
SULFACtex,0,0
SULRi,1.17855521290479E-13,-4.72152290398872E-11
SULabcpp,0,-4.62905970265923E-11
T2DECAI,0,-4.26516306566096E-11
TAGURr,0,-1.86609396711662E-11
TALA,-0.0033192289,-4.71156592893318E-07
TARTD,0,0
TARTRDtex,0,0
TARTRt7pp,0,0
TARTRtex,0,0
TARTt2_3pp,0,0
TAUDO,0,-1.61558713389263E-27
TAURabcpp,0,-1.61558713389263E-27
TAURtex,0,-1.61558713389263E-27
TCYNTtex,0,0
TDP,0,-9.45493041395373E-10
TDPADGAT,0,-3.96880918589241E-12
TDPAGTA,0,-3.96880918589241E-12
TDPDRE,0,-5.15642206148939E-13
TDPDRR,0,-5.15642206148939E-13
TDPGDH,0,-3.92814102775958E-12
TDSK,7.95614262006394E-18,-9.01963478608268E-13
TDSR1,4.35862353777111E-12,0
TDSR2,4.35862353777111E-12,0
TGBPA,0,0
THD2pp,0.3097807656,0.3097807627
THDPS,0,-1.34066246821983E-11
THFAT,0,1000
THIORDXi,0,-1.21439885334882E-10
THMDt2pp,0,1000
THMDt2rpp,-1000,0
THMDtex,1.75341416854646E-11,0
THMabcpp,0,-4.79901438531278E-11
THMtex,0,-4.79901438531278E-11
THRA2i,0,-0.000000001
THRAi,0,0.1243879954
THRD,0,0.1243879954
THRD_L,0,-1.22069797619499E-10
THRPtex,2.22574370345394E-11,0
THRS,0.1243879957,0.1243879954
THRTRS,0,0
THRabcpp,0,-1.83400290533992E-09
THRt2pp,0,-9.1699803306257E-10
THRt2rpp,-1000,-9.16998033062555E-10
THRt4pp,0,999.9999999991
THRtex,2.18382796213994E-11,0
THYMt3pp,0,-6.32399182509944E-11
THYMtex,1.99402673774784E-11,0
THZPSN3,1.68912503032256E-15,4.98836429227257E-13
TKT1,-4.70838362465641E-07,-4.64169712402494E-07
TKT2,-4.70825145535785E-07,-4.64169712402485E-07
TMAOR1,0,0
TMAOR1pp,0,0
TMAOR2,0,0
TMAOR2pp,0,0
TMAOtex,0,0
TMAtex,0,0
TMDK1,0,0.00000002
TMDPP,0,1.29070289402582E-09
TMDS,0,1.29070289402582E-09
TMK,0,1.22501637068176E-14
TMPK,0,0.00000002
TMPPP,0,2.33970963339527E-10
TPI,0.2248076213,0.2260415021
TPRDCOAS,0,0
TRDR,0,-9.45035946641703E-10
TRE6PH,0,0.00000002
TRE6PP,0,0.00000001
TRE6PS,1.66961198018275E-11,0.00000002
TREH,0,0.00000001
TREHpp,0,0
TREptspp,0,1.17961196443971E-17
TREtex,7.65238128279155E-12,0
TRPAS2,3.52614494965433E-11,0.1243879953
TRPS1,0,-3.83849274587789E-11
TRPS2,0,0.1243879953
TRPS3,0,-3.83849274587789E-11
TRPTRS,0,0
TRPt2rpp,3.52614494965433E-11,0
TRPtex,3.52614494965433E-11,0
TRSARr,-1000,-8.7652551883366E-11
TSULabcpp,0,0
TSULtex,0,0
TTDCAtexi,0,0
TTDCEAtexi,0,0
TTRCYCtex,0,-1.92307417120123E-09
TTRCYCtpp,0,-1.92307417120123E-09
TUNGSabcpp,0,0
TUNGStex,0,0
TYMtex,0,0
TYRL,-4.04454632261973E-24,-1.92935447827474E-11
TYROXDApp,0,0
TYRPpp,0,0
TYRPtex,0,0
TYRTA,1.01177435375723E-11,0
TYRTRS,0,0
TYRt2rpp,1.01336097632845E-11,0
TYRtex,1.01336097632845E-11,0
ThDPAT,0,0
U23GAAT,2.00764535934875E-12,-1.84453074022108E-12
UAAGDS,0,-7.69384733228482E-11
UACGALPpp,0,0
UACGAMPpp,7.32414193547154E-12,0
UACGAMtex,7.32414193547154E-12,0
UACMAMO,0,-3.8623750652519E-12
UAG2E,0,-3.8623750652519E-12
UAGAAT,2.04616597050586E-12,-1.84504823260953E-12
UAGCVT,3.62736021236709E-13,-9.15933857159617E-11
UAGDP,0,-1.83186771431923E-10
UAGPT3,3.62736021236709E-13,-9.15933857159617E-11
UAMAGS,0,-7.69384733228482E-11
UAMAS,0,-7.69384733228482E-11
UAPGR,3.62736021236709E-13,-9.15933857159616E-11
UDCPDP,0,-9.15933857159616E-11
UDCPDPS,1.46963906455363E-15,-9.5268092248412E-13
UDCPDPpp,1.84546171481023E-12,-3.8623750652519E-12
UDCPPtppi,1.20320620124497E-12,-3.06772373603739E-12
UDPACGALtex,1.12579252317752E-11,0
UDPG4E,0,-1.11419943647038E-27
UDPGALM,0,0
UDPGALPpp,6.51774618681724E-12,0
UDPGALtex,6.51774618681724E-12,0
UDPGD,0,-7.33633969868567E-13
UDPGDC,0,-7.33633969868567E-13
UDPGLCURtex,0,0
UDPGPpp,6.51774618681723E-12,0
UDPGtex,6.51774618681723E-12,0
UDPKAAT,0,-7.33633969868567E-13
UGLCURPpp,0,0
UGLT,-9.5132713462686E-28,0
UGLYCH,0,-6.43467501504347E-11
UGMDDS,0,-7.95373882497241E-11
UHGADA,4.92965021894318E-14,-1.8620793235721E-12
ULA4NFT,0,-5.08234568795401E-13
ULA4Ntppi,0,-5.08234568795401E-13
UM3PL,0,-7.95340059352351E-11
UM4PCP,0,-7.95340059352351E-11
UM4PL,0,-7.95340059352351E-11
UMPK,-8.66505869840475E-15,-8.35107062319955E-10
UMPtex,-1.73638904026721E-14,0
UPLA4FNF,0,-1.5277624592335E-11
UPLA4FNT,0,-1.5277624592335E-11
UPP3MT,0,-5.22778809157802E-16
UPP3S,0,-2.22748634846385E-12
UPPDC1,-1.31824040874422E-14,-2.22748634846385E-12
UPPRT,0,-0.000000001
URACPAH,0,-7.9712499894634E-11
URAt2pp,0,1000
URAt2rpp,-1000,0
URAtex,-6.34486241324339E-10,0
URDGLYCD,0,-4.9120903559693E-11
UREAtex,-1.37800515154397E-09,-1.72351351123535E-11
UREAtpp,-1.37800515154397E-09,-1.72351351123535E-11
URIC,0,-7.33653790293547E-11
URIH,0,-0.000000001
URIK2,0,-0.000000001
URIt2pp,0,1000
URIt2rpp,-1000,0
URItex,-3.84423606458815E-10,0
USHD,-1.90653576879909E-11,-9.16521220767555E-13
VALTA,-1000,1000
VALTRS,0,0
VALabcpp,0,-1.89710275266819E-09
VALt2rpp,-0.00000004,0
VALtex,-3.33195015084198E-10,0
VPAMTr,-1000,1000
WCOS,0,0
X5PL3E,0,0
XAND,0,1.53850803813569E-09
XANt2pp,0,0.00000004
XANtex,-6.06052962438892E-10,0
XANtpp,-0.00000004,0
XMPtex,-2.79727427520584E-10,0
XPPT,0,0.00000002
XTSNH,0,0.00000002
XTSNt2rpp,-2.79727427520584E-10,0
XTSNtex,-2.79727427520584E-10,0
XYLI1,0,0
XYLI2,-0.00000002,-1.89384111171112E-09
XYLK,1.88475632240949E-11,0
XYLK2,1.88475632240949E-11,0
XYLUt2pp,1.88475632240949E-11,0
XYLUtex,1.88475632240949E-11,0
XYLabcpp,0,-1.89384112292878E-09
XYLt2pp,0,0
XYLtex,1.88475632240949E-11,0
ZN2abcpp,0,-9.46920561464375E-10
ZN2t3pp,0,-1.89384112292872E-09
ZN2tpp,0,-1.89384112292872E-09
ZNabcpp,0,-6.3128037430958E-10
Zn2tex,0,-9.16777104283607E-16
CIMA,0.2921942333,0.2921942333
CitraSink,0.2921942333,0.2921942333
